col_name,feature_importance_vals,full name
agilent_107312,0.0,WP_007883784.1 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_105316,0.0,MH0044_GL0005871 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_104936,0.0,MH0191_GL0175156 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_104785,0.0,159207311-stool2_revised_C1386967_1_gene138622 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_104777,0.0,765074482-stool2_revised_scaffold48946_1_gene95040 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_104418,0.0,WP_012744138.1 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_103706,0.0,MH0087_GL0033326 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_101892,0.0,SZEY-64A_GL0055442 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_101574,0.0,WP_000096425.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_115900,0.0,MH0276_GL0083049 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_117759,0.0,MH0007_GL0043386 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_124245,0.0,MH0172_GL0038786 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_122888,0.0,YP_002343524.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123942,0.0,WP_000373284.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123731,0.0,WP_000349327.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123339,0.0,WP_000146816.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123279,0.0,WP_000079833.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123278,0.0,WP_000079828.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123277,0.0,WP_020438185.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123276,0.0,NP_310689.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_123202,0.0,MH0002_GL0003791 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_123054,0.0,MH0002_GL0070269 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_123049,0.0,WP_001007983.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_122879,0.0,MH0006_GL0010635 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_118603,0.0,159207311-stool2_revised_C1386967_1_gene138622 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_122874,0.0,MH0006_GL0046502 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_122526,0.0,MH0004_GL0007549 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_121124,0.0,WP_000146816.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_120903,0.0,WP_012951352.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_119888,0.0,MH0001_GL0004209 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_119725,0.0,764285508-stool1_revised_C984470_1_gene153229 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_119378,0.0,SZEY-64A_GL0055442 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_119234,0.0,NP_831414.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_119212,0.0,WP_017420925.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_119202,0.0,MH0193_GL0161015 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_138474,0.0,WP_001441925.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_138600,0.0,159207311-stool2_revised_C1386967_1_gene138622 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_138712,0.0,MH0178_GL0049880 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_165690,0.0,WP_003724420.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_169011,0.0,MH0016_GL0069872 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_168881,0.0,MH0094_GL0036797 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_167938,0.0,MH0131_GL0082299 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_167423,0.0,MH0002_GL0055178 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_167179,0.0,MH0379_GL0128099 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_167040,0.0,MH0205_GL0020803 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_166976,0.0,MH0260_GL0103278 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_166487,0.0,MH0092_GL0059139 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_166348,0.0,MH0436_GL0046035 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_166120,0.0,YP_002343524.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_165440,0.0,MH0099_GL0121059 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_169590,0.0,MH0005_GL0013530 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_165438,0.0,MH0005_GL0011337 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_165434,0.0,NP_831433.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_165429,0.0,MH0015_GL0042861 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_165042,0.0,MH0106_GL0035601 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164746,0.0,MH0345_GL0028697 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164703,0.0,MH0379_GL0128099 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164696,0.0,MH0005_GL0011337 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164670,0.0,WP_012744138.1 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164667,0.0,MH0260_GL0103278 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164632,0.0,MH0099_GL0121059 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_169172,0.0,T2D-189A_GL0064880 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_17001,0.0,MH0014_GL0004866 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_138770,0.0,WP_000146816.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_174062,0.0,T2D-108A_GL0073302 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_180169,0.0,MH0087_GL0033325 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_101185,0.0,NLF011_GL0031622 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_179352,0.0,V1.UC57-0_GL0175200 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_179036,0.0,MH0021_GL0035254 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_178188,0.0,MH0077_GL0059567 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_177201,0.0,MH0268_GL0121737 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_177010,0.0,MH0205_GL0020803 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_176106,0.0,MH0001_GL0019921 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_175547,0.0,MH0003_GL0102864 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_174379,0.0,T2D-105A_GL0053933 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_173693,0.0,NP_706995.3 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_170380,0.0,MH0082_GL0076976 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_173606,0.0,MH0160_GL0068275 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_173388,0.0,WP_039452061.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_173175,0.0,MH0004_GL0007549 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_172799,0.0,WP_011078336.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_172721,0.0,MH0007_GL0031180 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_172703,0.0,T2D-108A_GL0073302 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_171560,0.0,MH0267_GL0108818 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_171543,0.0,YP_002344138.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_171502,0.0,MH0068_GL0055938 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_170863,0.0,MH0264_GL0002496 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164610,0.0,NP_831435.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_164609,0.0,MH0193_GL0075334 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_164346,0.0,MH0006_GL0141555 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_14382,0.0,WP_002778179.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_152233,0.0,O2.UC50-2_GL0051153 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_151733,0.0,T2D-70A_GL0004503 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_150602,0.0,MH0069_GL0000800 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_148922,0.0,T2D-70A_GL0004503 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_14838,0.0,MH0006_GL0185442 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_148350,0.0,WP_010958791.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_14708,0.0,MH0021_GL0007729 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_146513,0.0,MH0002_GL0003791 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_146143,0.0,MH0205_GL0020803 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_144693,0.0,YP_002344286.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_143693,0.0,MH0092_GL0059139 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_16426,0.0,MH0002_GL0055178 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_142493,0.0,MH0245_GL0152880 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_141912,0.0,WP_001704149.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_141426,0.0,T2D-105A_GL0053933 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_141074,0.0,MH0099_GL0121059 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_140424,0.0,NP_707809.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_140310,0.0,WP_000079833.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_140261,0.0,MH0023_GL0030495 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_139934,0.0,T2D-189A_GL0064880 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_139631,0.0,V1.UC57-0_GL0175200 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_139628,0.0,MH0001_GL0019921 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_152789,0.0,SZEY-64A_GL0055442 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_153004,0.0,MH0015_GL0007288 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_15473,0.0,MH0006_GL0093358 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_155073,0.0,MH0015_GL0007288 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_163808,0.0,MH0069_GL0000800 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_16274,0.0,MH0021_GL0007729 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_162642,0.0,WP_020438185.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_162437,0.0,WP_000079833.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_162436,0.0,WP_000079828.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_162323,0.0,WP_002776072.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_162200,0.0,MH0058_GL0054753 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_162152,0.0,MH0001_GL0012631 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_161982,0.0,WP_010958793.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_160756,0.0,MH0266_GL0084912 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_160687,0.0,MH0001_GL0021802 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_159414,0.0,MH0003_GL0009866 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_158392,0.0,WP_011078330.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_158208,0.0,NLF013_GL0054604 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_158097,0.0,MH0008_GL0012455 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_157960,0.0,MH0442_GL0041148 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_156863,0.0,WP_000079699.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_156855,0.0,WP_020438185.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_156230,0.0,DOF008_GL0028921 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
agilent_155981,0.0,WP_058914589.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_155821,0.0,WP_039452061.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv
agilent_179632,0.0,SZEY-104A_GL0018364 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv
